country,region,used_in_global_model,geo_level,sample,date started,date completed,result,N,unweighted positive,test,source
Spain,Cádiz,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.6,"1,324",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cantabria,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,3.7,"1,670",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Castellón/Castelló,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.7,838,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ceuta,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,0.7,906,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ciudad Real,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,9.1,"1,147",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Córdoba,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.7,"1,087",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Coruña, A",Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,1.6,"1,208",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cuenca,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,11.4,803,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Gipuzkoa,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.5,"1,065",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Girona,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.7,"1,065",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Granada,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,3.5,"1,050",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Guadalajara,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,9.8,844,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Huelva,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,1.2,962,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Huesca,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,5,678,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Jaén,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,4.4,"1,022",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,León,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,6.4,934,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Lleida,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.9,815,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Lugo,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,1.5,766,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Madrid,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,11.7,"3,732",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Málaga,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,3.6,"1,343",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Melilla,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,3.4,907,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ourense,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.5,748,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Palencia,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,6.6,783,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Palmas, Las",Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.2,"1,400",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Pontevedra,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.1,"1,150",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Principado, Asturias",Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,1.9,"1,703",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Rioja, La",Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,3.7,"1,356",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Salamanca,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,9.5,836,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Santa Cruz Tenerife,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.4,"1,193",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Segovia,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,12.4,705,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Sevilla,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2.7,"1,697",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Soria,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,14.4,713,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Spain,Yes,1,random sample recruited through national serosurvey,2020-06-08,2020-06-22,5.2,"62,167",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Tarragona,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,1.5,946,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Teruel,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,4.9,647,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Toledo,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,8.6,"1,099",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Valencia/València,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,2,"1,987",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Valladolid,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,7.4,"1,060",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Zamora,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,7.3,678,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Zaragoza,Yes,2,random sample recruited through national serosurvey,2020-06-08,2020-06-22,4.7,"1,289",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Albacete,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,11.5,"1,098",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Alicante/Alacant,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.3,"1,671",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Almería,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.5,946,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Araba/Álava,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,6.2,727,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ávila,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,8.3,677,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Badajoz,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.9,"1,599",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Balears, Illes",Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,1.5,"1,344",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Barcelona,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,7.4,"3,793",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Bizkaia,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.8,"1,247",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Burgos,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,5.3,922,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cáceres,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.9,"1,191",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cádiz,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.4,"1,382",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cantabria,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.2,"1,661",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Castellón/Castelló,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.8,865,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ceuta,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,0.5,904,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ciudad Real,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,9.7,"1,175",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Córdoba,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.5,"1,112",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Coruña, A",Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.2,"1,243",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Cuenca,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,14.8,835,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Gipuzkoa,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.6,"1,020",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Girona,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.1,991,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Granada,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.3,"1,090",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Guadalajara,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,10.6,867,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Huelva,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,1.2,"1,006",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Huesca,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,4.7,707,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Jaén,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,4.4,"1,050",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,León,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,5.7,935,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Lleida,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.4,831,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Lugo,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.5,790,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Madrid,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,11.4,"3,704",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Málaga,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.5,"1,453",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Melilla,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.2,926,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ourense,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.2,750,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Palencia,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,8.2,767,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Palmas, Las",Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.1,"1,478",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Pontevedra,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2,"1,216",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Principado, Asturias",Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,1.6,"1,712",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,"Rioja, La",Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.8,"1,402",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Salamanca,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,8.3,858,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Santa Cruz Tenerife,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.2,"1,227",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Segovia,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,12.6,721,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Sevilla,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.7,"1,784",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Soria,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,14.6,720,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Spain,Yes,1,random sample recruited through national serosurvey,2020-05-18,2020-06-01,5.2,"63,666",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Tarragona,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,1.6,992,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Teruel,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,3.5,671,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Toledo,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,8.8,"1,198",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Valencia/València,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,2.1,"2,007",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Valladolid,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,7.2,"1,082",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Zamora,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,6.2,662,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Zaragoza,Yes,2,random sample recruited through national serosurvey,2020-05-18,2020-06-01,5.2,"1,299",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Albacete,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,11.7,"1,058",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Alicante/Alacant,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,2.6,"1,573",,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Almería,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,1.6,986,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Araba/Álava,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,7.4,692,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
Spain,Ávila,Yes,2,random sample recruited through national serosurvey,2020-04-27,2020-05-11,6.6,667,,anticuerpos IgG anti SARS-CoV-2 por provincia (test rápido),https://www.mscbs.gob.es/ciudadanos/ene-covid/docs/ESTUDIO_ENE-COVID19_INFORME_FINAL.pdf
